0.7093412905, 0.5679135256, 0.3705279234, 0.5429120922, 0.4064372829, 0.5549724216, 0.5072733792, 0.4242985892, 0.5793399219, 0.4693358312, 0.6022616012, 0.4516705684, 0.709655393, 0.7899606743, 0.4350669006, 0.3633777397, 0.7129022121, 0.4911384662, 0.6704617711, 0.6088837192, 0.4457131064
1.4717052106, 1.874169168, 2.5868684972, 1.9637250389, 2.4146424679, 1.8934106021, 2.0256304746, 2.3913809937, 1.8316906512, 2.2032582554, 1.7498769549, 2.270137003, 1.4820434202, 1.2964209952, 2.3094550277, 2.6318582171, 1.4834081196, 2.1027492886, 1.5618252419, 1.7364975334, 2.30968544
0.733118967, 0.6114802382, 0.4175537989, 0.5874188105, 0.4503356599, 0.6165472926, 0.554835718, 0.4857800989, 0.6163804451, 0.5357640002, 0.6284410623, 0.5034736152, 0.7351016208, 0.8045605425, 0.4788604691, 0.4185721152, 0.7480848335, 0.5360239285, 0.6935549022, 0.6540413383, 0.5178537273
67.3874226005, 53.9517849334, 35.2001527268, 51.5766487637, 38.6115418786, 52.722380049, 48.1909710209, 40.3083659782, 55.0372925793, 44.5869039638, 57.2148521103, 42.9087039966, 67.4172623392, 75.0462640623, 41.3313555525, 34.5208852731, 67.7257101513, 46.6581542846, 63.6938682546, 57.8439533203, 42.3427451112
0.7401639602, 0.6094858776, 0.4189975468, 0.5739794589, 0.4524175439, 0.5733203919, 0.551047177, 0.464770264, 0.6203911677, 0.5035837091, 0.6412860441, 0.4983794725, 0.7341724744, 0.8137095455, 0.4864731915, 0.3983002461, 0.7380573357, 0.5427145143, 0.7037853702, 0.652636468, 0.4758298561
0.6918168839, 0.547129038, 0.391618833, 0.5214809064, 0.4191444626, 0.5418459574, 0.5002953343, 0.4258635793, 0.5586946212, 0.4662418185, 0.5821273177, 0.4501539419, 0.6889654352, 0.781235404, 0.4379484706, 0.3858705581, 0.6927276903, 0.4851525159, 0.6520118689, 0.5923738773, 0.4452282551
0.0292243872, 0.0452976918, 0.0518065087, 0.0471817477, 0.0502267548, 0.0724543755, 0.0578971651, 0.0583014385, 0.042356474, 0.0668953353, 0.0303472379, 0.0526721096, 0.0286950446, 0.0164904919, 0.0516994001, 0.0567234521, 0.0356735948, 0.0496211444, 0.0272645267, 0.0480970106, 0.0667696057
0.2060936472, 0.4676427615, 0.7616036442, 0.5034873757, 0.645719861, 0.5413248492, 0.5358673667, 0.7931007566, 0.4312156627, 0.7221603787, 0.3113659321, 0.6783770028, 0.2197541095, 0.1026281097, 0.6408933811, 0.8572009049, 0.270112606, 0.5767616781, 0.2220243608, 0.4182271127, 0.7850266382
3.27045e-05, 0.000430239, 0.0010531113, 0.0006038465, 0.0005307905, 0.0038612911, 0.0004396912, 0.0006875183, 0.0002312966, 0.0037414947, 5.27758e-05, 0.0015866196, 0.0001560601, 1.49708e-05, 0.0004741688, 0.0012121977, 0.0001541972, 0.0003961532, 3.20729e-05, 0.0010783531, 0.0038161632
69.3584824031, 97.0682106102, 47.2896076076, 92.4560426586, 47.5945565073, 135.671999404, 52.3426305912, 66.2969046124, 83.7312902037, 121.12784128, 61.7569360175, 86.8715668762, 79.2086829999, 51.2792639301, 42.1358230973, 46.0535961758, 110.361472697, 72.9105139028, 64.9656621976, 122.65050621, 124.298936725
0.0083675393, 0.0123877572, 0.0067003822, 0.0114504291, 0.0065343421, 0.0160433474, 0.00684387, 0.0088141317, 0.0106390995, 0.0154515727, 0.0077583927, 0.0117194479, 0.0093934854, 0.006028683, 0.005837273, 0.0061308522, 0.0131066154, 0.0098645646, 0.0079317513, 0.0156133497, 0.0156968595
0.0072341291, 0.0063497583, 0.0019171285, 0.0058300189, 0.0020495999, 0.0065255233, 0.0032589955, 0.0029753453, 0.0058622416, 0.0052080958, 0.0055245812, 0.0038307258, 0.007527243, 0.0057321948, 0.002117492, 0.0020443517, 0.0093134552, 0.0040350548, 0.0066768009, 0.007567145, 0.0050565024
-0.005624177, -0.0050037391, 0.0036574379, -0.002407652, 0.001439918, -0.0074579767, -0.0050063427, 0.0011194413, -0.0050010309, -0.0011772011, -0.0028538088, -0.0010620424, -0.004347924, -0.0028238452, -0.0004267834, 0.0056393101, -0.0082898732, -0.0039084556, -0.0032732006, -0.0096034964, 0.0013422824
0.1131320818, 0.2000797418, -0.1581281654, 0.1418326543, -0.1048175324, 0.1315228418, 0.1051459243, 0.0602665219, 0.2008612185, 0.0861800336, 0.1236091454, 0.1029731449, 0.1223856045, 0.0444601668, -0.0075504746, -0.1170224648, 0.2018006494, 0.1685639451, 0.0935668523, 0.2496782639, 0.0311160003
-2.67e-08, -1.00524e-05, -9.9065e-06, 6.2931e-06, -8.7976e-06, -0.0002156744, 4.1892e-06, -1.08859e-05, -9.507e-06, -0.0001875788, 4.682e-07, -3.95216e-05, -6.487e-07, -5.8e-08, -3.7154e-06, -6.1391e-06, -2.3355e-06, -1.01772e-05, -8.19e-08, -0.000101325, -0.0001234287
-825.729482764, -1319.18747673, -68.2443418392, -728.608859575, -112.402968057, -1424.70989828, -145.751022562, -443.478287584, -1229.39763419, -807.36330804, -509.720422092, -677.705834316, -1301.14162417, -892.370077268, -75.7068868037, -201.843335087, -2332.30621416, -607.089243609, -581.234760766, -2468.03000326, -710.270035941
-0.0010941706, -0.0019018664, -0.0001150979, -0.0010042091, -0.0001808192, -0.0018320342, -0.0002179119, -0.0006798323, -0.0017608323, -0.0011632206, -0.0007177299, -0.0010619045, -0.0016803723, -0.0011375382, -0.0001234449, -0.0003100276, -0.0030185277, -0.0009553977, -0.0007841144, -0.0035447903, -0.0010079559
