0.110717,0.300156,0.151385,0.147756,0.197291,0.129257,0.25917,0.185153,0.137658,0.150906,0.205832,0.147286,0.410499,0.188969,0.155966,0.246819,0.105789,0.071421,0.154324,0.109265,0.217588,0.336159,0.131122,0.113975,0.123078,0.162896
8.017773,2.987245,5.188929,5.973138,4.609904,6.898995,3.345046,4.465508,6.601846,5.148017,4.087346,5.498521,2.237569,4.573233,5.235676,3.208985,8.523767,11.426275,4.423589,8.099226,3.545269,2.627219,5.892755,7.334377,6.019046,5.124825
0.12001,0.323652,0.15781,0.154955,0.203958,0.133204,0.261508,0.154755,0.14763,0.177105,0.193062,0.152379,0.407154,0.195962,0.152495,0.177294,0.110322,0.081788,0.182355,0.122044,0.23318,0.347783,0.113588,0.119419,0.149602,0.151888
0.112802,0.308263,0.153641,0.150175,0.200749,0.13189,0.263036,0.187141,0.140203,0.152863,0.208996,0.148674,0.415327,0.1913,0.157508,0.252424,0.107465,0.075378,0.156659,0.110313,0.21926,0.340021,0.132418,0.116621,0.125441,0.165654
0.365564,0.553002,0.403041,0.41436,0.4913,0.458141,0.456899,0.433994,0.461743,0.37142,0.445537,0.384587,0.509542,0.396508,0.307982,0.523646,0.446947,0.532565,0.368309,0.42206,0.291388,0.47734,0.328487,0.444975,0.380686,0.433667
0.126138,0.339367,0.195972,0.169618,0.219073,0.147368,0.302438,0.227322,0.154084,0.197861,0.247099,0.185186,0.449743,0.221899,0.196636,0.312411,0.118374,0.089032,0.228601,0.126733,0.289568,0.38596,0.172681,0.14,0.168664,0.197566
0.0053909989,0.0235743703,0.0102603178,0.007461479,0.0098455804,0.0053528343,0.0206271956,0.015883205,0.0059037563,0.0110303101,0.0168576723,0.0095425168,0.0379125043,0.0121112337,0.0111415152,0.0347270841,0.0035755247,0.0022289754,0.0128772103,0.0038965405,0.0291383953,0.0349716565,0.0110305902,0.0066659617,0.0065706847,0.0110494297
6.8106601325,0.8656502824,2.4610780418,3.4775402224,1.8264437094,5.1528297239,0.9395157846,1.8693810631,4.7506195965,2.1382109633,1.4403040422,2.333857811,0.3691330521,1.8443949039,2.7391309625,1.1443564879,6.8914359186,20.3150851566,1.0683497717,5.4643866398,1.2735970879,0.5447953831,3.8552571577,7.6475328739,2.5514012192,2.5212639482
0.0000180243,0.0001944769,0.0004698593,0.0000354709,0.0000410267,0.000011357,0.0001538723,0.0003698671,0.000036467,0.0003794278,0.0002964739,0.0004283462,0.0001399149,0.000066599,0.0001136865,0.0006641656,0.0000297577,0.0000528155,0.0005778129,0.0001358742,0.0013240326,0.001123222,0.0001376328,0.000066404,0.0003008491,0.000158626
0.7087411435,3.2056124961,5.9482975154,1.769968552,1.8942570698,0.9069109201,6.1553992281,4.2541011124,1.7296779701,12.142534931,3.0647755757,14.2686085463,9.6192984894,6.1749929506,8.7861915178,1.3173859363,0.8719972324,0.066947951,11.2266754508,8.2248743702,72.043225404,29.0596226527,6.2906445489,1.3769734312,4.0591535036,1.2890620585
0.0026498873,0.00753562,0.00911857,0.003621341,0.003492024,0.004557677,0.0041373098,0.0026452733,0.006433717,0.0120908066,0.0032965998,0.0084974565,0.0020039489,0.0040433592,0.0032930905,0.0029283428,0.0038002468,0.0103144546,0.0142454733,0.0111315459,0.0075288524,0.007566512,0.0037948336,0.01084188,0.0138254887,0.0025379208
0.0002009342,0.001620951,0.0005972959,0.0003882749,0.0004567404,0.0003320656,0.001036105,0.0006987396,0.0003771026,0.0007394818,0.0005990981,0.0006737427,0.0012503485,0.0007029655,0.0011581567,0.000236394,0.0001204579,0.0001473324,0.0007056327,0.0004666384,0.0022323838,0.0021489607,0.0004668489,0.0004228419,0.000511436,0.0004589792
0.0009614013,-0.000528674,0.000487407,0.0004604827,0.0002279914,0.0001155148,0.000775233,0.0005032725,0.0001233513,0.0008683808,0.000776378,0.0004805909,-0.0012308319,0.0008152706,0.001555558,0.0004917852,0.000071735,0.0000268389,0.000834321,0.0001079153,0.0062546281,0.0013390286,0.0009242771,0.0002327333,0.0004908221,0.0004304714
-8.0576195252,-0.5387254053,-0.4001977204,-2.5628955618,-1.4149509526,-2.1050073285,-0.3411355979,-0.3664444653,-1.2792399497,-1.7621296456,-1.0594636139,-1.6137125928,-0.0872280982,-0.62910906,-0.4270746405,-0.7066346576,-7.7556565287,-59.528798071,-1.3628251642,-5.3440416784,-0.116344228,-0.2291652123,1.0218784903,-0.8320325608,-4.4120106292,-1.4947806148
2.54e-8,-1.0834e-6,-9.2917e-6,6.44e-8,-2.13e-7,-5.6e-9,-1.3828e-6,3.7926e-6,-7.26e-8,-5.6782e-6,1.8008e-6,-9.4339e-6,-2.504e-7,-9.31e-8,-4.16e-8,9.5976e-6,1.021e-7,-2.037e-7,-8.6825e-6,-1.8047e-6,-0.0000461715,-0.0000406326,1.421e-7,2.05e-7,-5.6166e-6,9.889e-7
