0.093183,0.118689,0.312074,0.12,0.087757,0.080439,0.114592,0.062894,0.13825,0.116922,0.175948,0.094774,0.157484,0.190839
9.103612,7.375935,2.535203,7.45051,10.075861,10.490123,7.776894,13.271955,6.447528,7.42316,5.079967,8.664043,5.092995,4.216794
0.097707,0.131598,0.391839,0.121576,0.093308,0.081366,0.121088,0.067575,0.142515,0.126484,0.176186,0.103385,0.174092,0.191555
3.820298,7.002473,13.731056,11.519771,4.212129,3.619576,5.729389,2.389788,7.327032,5.378198,8.797218,5.496673,11.811131,19.083673
0.400615,0.429749,0.439992,0.421583,0.503307,0.324603,0.424716,0.389234,0.460287,0.448603,0.549057,0.36545,0.409407,0.297297
0.112108,0.137464,0.406036,0.136261,0.100319,0.097114,0.130854,0.076481,0.156805,0.136733,0.197745,0.11737,0.19929,0.245536
0.0040607263,0.0047952838,0.04833209,0.0040889868,0.002241388,0.0036941546,0.0043526255,0.001828435,0.0058639474,0.0046162358,0.0074747289,0.004793367,0.0096049063,0.0233467183
10.8380274417,4.9913332487,0.5984002408,4.61560289,9.3686208004,14.4621456264,6.052911248,21.9411244044,4.079751291,5.3332396629,2.1589740413,8.2249726241,2.0001296781,2.3576726152
0.0000213327,0.0000631885,0.0044874926,0.0000177743,0.0000242996,0.0000239139,0.0000253865,0.0000103525,0.0000327811,0.0000472581,0.0000319652,0.0001729877,0.0003313757,0.0004819587
0.4488957403,2.175240703,22.7027849007,2.400620655,0.4640209179,0.3594366738,0.7938123536,0.1566099961,0.8855290364,0.970615806,0.4538447923,2.0327719677,8.6575664441,22.8120205891
0.0049363361,0.0081928506,0.0233110338,0.0032151594,0.0066252241,0.0028907641,0.0043621241,0.0041545305,0.0034946566,0.0067530226,0.0017678781,0.0089855392,0.0104021437,0.0055363219
0.0002243311,0.0002591223,0.0058115884,0.000259823,0.0001056216,0.0001643131,0.000309211,0.0000916749,0.0002556916,0.0002864958,0.0001699167,0.0002294938,0.0005753178,0.0018223388
0.0001940198,0.0001557431,0.0038804292,0.0001167198,0.000012777,0.0003197557,0.0001893454,0.0000766799,0.0001277817,0.0001509309,-0.0001765842,0.0002799528,0.0003618621,0.0035716035
-5.4566066839,-5.8430424094,-0.4297221591,-1.3762030965,-18.1068973993,-17.7258527306,-7.5014905009,-33.5352537597,-3.1537778041,-6.7245692392,-1.6870628608,-9.2911670882,-0.9236259959,0.9554918153
1.59e-8,-4.104e-7,-0.000334836,-3.89e-8,-6.48e-8,3.49e-8,-1.59e-8,5.8e-9,-9.72e-8,-1.995e-7,-1.528e-7,-3.2145e-6,-6.3351e-6,-4.0862e-6
-0.1813624312,-0.3682004578,106.753382327,1.1882442725,0.0940624041,0.0088825769,0.2144542498,0.0744121627,-0.0944840856,0.5760193813,0.1024034405,1.728650829,16.2479345386,47.62245121
-0.0002091396,-0.0000851091,0.0035124103,0.0000582404,0.0001604762,6.4066e-6,0.0000873584,0.0003215123,-0.000023424,0.0003342823,0.0000248961,0.0005080313,0.0006766883,0.0001800521
-2.115e-6,3.381e-7,0.0006024114,-1.4108e-6,3.04e-8,-4.971e-7,2.6606e-6,5.934e-7,-8.1e-7,2.3729e-6,-9.533e-7,6.517e-7,3.9421e-6,-0.0000327765
0.0000504574,0.0000627714,0.0044109664,0.0000499657,0.0000111667,0.0000766052,0.0000778606,0.0000143531,0.0000901227,0.0000736894,0.0001319244,0.0000681811,0.0002342188,0.0019253802
397.276355581,91.6141494564,1.2980566488,80.413787931,326.655143254,633.785540068,132.341673571,1645.11107662,59.9131782757,111.300947068,19.5837735061,215.548960179,17.4298231709,16.7516138826
1.3e-9,1.05e-8,0.00005504,7.e-10,1.2e-9,2.e-9,1.3e-9,3.e-10,2.9e-9,5.2e-9,2.8e-9,1.032e-7,2.949e-7,4.537e-7
0.5391985856,9.3326618095,1326.45944636,18.5229735988,0.4997102367,0.3004486944,1.6121087195,0.1219084351,2.4597417551,2.9603173589,0.6830884478,8.5332333279,239.550136984,1298.30869989
0.0000652029,0.0001323918,0.0013984881,0.0000332253,0.0001018695,0.0000194335,0.0000486805,0.0000857904,0.0000383083,0.0001432979,0.0000103649,0.0001667342,0.0003458203,0.0000764704
1.533e-7,1.204e-7,0.0001179432,1.992e-7,3.19e-8,5.9e-8,2.408e-7,2.81e-8,2.094e-7,2.278e-7,9.38e-8,1.219e-7,1.6077e-6,8.2405e-6
