0.156789,0.086206,0.091235,0.10584,0.131925,0.179991,0.099796,0.08852,0.388391,0.165187,0.140358,0.119978,0.213911,0.197126,0.183128,0.146099
5.81666,9.118753,9.518702,8.611103,6.160609,4.715548,8.420327,9.410695,2.240882,5.36367,5.994792,6.481116,4.16603,4.34488,4.596445,5.756699
0.15735,0.089955,0.10495,0.110535,0.132828,0.184618,0.103465,0.088312,0.371204,0.169176,0.157193,0.120119,0.213947,0.194172,0.176622,0.154814
12.229331,3.103228,4.287827,5.291784,6.99183,8.999341,5.588383,3.363545,34.178242,8.91992,8.842333,7.918364,13.690126,35.285304,10.621246,8.035249
0.500835,0.380223,0.316755,0.504033,0.400091,0.379315,0.399915,0.387158,0.430322,0.451296,0.449139,0.291437,0.442628,0.383097,0.426983,0.396691
0.172806,0.111813,0.106668,0.117005,0.16469,0.216988,0.119859,0.109037,0.453907,0.188669,0.169257,0.156564,0.241985,0.233463,0.22267,0.175562
0.0058658671,0.004108541,0.0046672297,0.0027087027,0.0085146489,0.0133810152,0.0037295137,0.0041252503,0.0569952545,0.0080595573,0.0064466159,0.0086872724,0.0137012913,0.0123500908,0.0153698328,0.0079184911
2.5728935218,9.9400026659,9.9707930618,6.5469090769,4.0044262427,2.4817082565,6.5284923947,12.5428661313,0.4655986563,2.6549783108,2.6448028934,4.3310661703,1.4956693174,1.2806581776,2.3356292672,2.8814951436
0.0000137346,0.0000679374,0.0002233223,7.5368e-6,0.0001585973,0.0002227478,0.0000279491,0.0000499316,0.000806024,0.0000314034,0.0001605328,0.0001564511,0.0000384718,0.0001228655,0.0004649706,0.000112478
1.199124797,0.3454886622,0.7168574822,0.3562443134,1.6965334892,2.6879027189,0.6752023067,0.3725511452,23.7491259874,1.3041742309,3.9908620272,2.3276037009,2.0541095326,29.1092381614,3.8894170417,1.9934053443
0.0020111706,0.0051865953,0.0039120482,0.0032319243,0.0055551758,0.0047752114,0.0034577687,0.0049359257,0.0037647347,0.0033383935,0.0102966194,0.0031530254,0.0021472684,0.0034313239,0.0062857254,0.0048584842
0.0001509051,0.0002501699,0.0001794827,0.0001020397,0.0003885799,0.0010402626,0.000125663,0.0002865742,0.0032524364,0.0004171111,0.0004690895,0.0003429284,0.0004570023,0.0007655778,0.0010986006,0.0003302854
0.0000160119,0.0002219421,0.000723827,0.0000139393,0.0005195586,0.0013136634,0.0001724296,0.0001990451,0.0060665402,0.0002917485,0.0001595125,0.0011572937,0.0005591276,0.0006895578,0.0008218293,0.0005221381
-2.1616185618,-14.5260359497,-19.4624910639,-10.1553503873,-3.1839327192,-0.8500098174,-8.3329093432,-4.4541923901,-0.0846076765,-1.8821089162,-3.7078949576,-3.325072659,-0.8984616173,-0.3403626571,-0.8688266648,-3.2891412031
-3.28e-8,-1.6e-9,5.2922e-6,-4.1e-9,-2.587e-7,-3.1857e-6,2.e-10,-1.218e-7,-6.7687e-6,-2.9e-8,-1.1406e-6,-1.3025e-6,4.54e-8,-6.202e-7,-5.0159e-6,-6.151e-7
0.2139165343,0.0883106805,0.4272372274,-0.0264159776,1.2661012897,0.798656701,-0.085536293,-0.0580032363,18.0431938753,0.9172296817,7.7347881691,3.1702043751,-0.1225752484,30.6346775547,3.7365296052,1.2342011003
0.0000146934,0.0001624374,0.0001722369,-0.0000228264,0.000237231,0.0000598038,-0.0000313468,-0.0000884558,0.0000360117,0.0001187903,0.0010136554,0.0001580574,-4.1428e-6,0.0000392066,0.0002427587,0.0001485059
-1.346e-7,1.6975e-6,1.2972e-6,4.21e-8,1.68e-6,2.148e-7,-4.645e-7,-4.419e-7,-0.0000720415,1.0303e-6,0.0000126311,-1.0493e-6,-1.4293e-6,3.7276e-6,-3.5972e-6,2.1149e-6
0.0000817959,0.0000551736,0.0002864462,0.0000204303,0.0001828814,0.0006931676,0.0000497848,0.0000518059,0.0076465816,0.0001893716,0.0000972455,0.0004282775,0.0005617143,0.0004230859,0.0005084994,0.0002182415
24.5749229169,347.524587132,338.55520141,167.500739759,54.9587463706,21.912793395,164.814896009,493.286631949,0.6979106386,27.7685922259,29.9703021436,63.6272069114,8.5526238197,5.8780305953,16.9463135574,34.6061293466
5.e-10,8.9e-9,2.259e-7,1.e-10,5.18e-8,1.287e-7,1.4e-9,7.6e-9,1.3957e-6,2.5e-9,5.44e-8,5.41e-8,2.8e-9,3.2e-8,4.671e-7,2.57e-8
4.2707981242,0.2804657201,1.3869183817,0.3224949007,8.1791783513,21.9547113788,1.3603751751,0.3127669563,1299.42150016,5.0185757801,54.5882332362,21.2674047664,14.6528647088,2517.09709254,32.3825455091,11.3088532299
0.0000120137,0.0000632087,0.0000413041,0.000026543,0.0000876961,0.0000692924,0.0000356765,0.0000549018,0.000032653,0.000032884,0.0003633749,0.0000390258,0.0000160121,0.0000349753,0.0000845771,0.0000671783
6.32e-8,1.355e-7,9.05e-8,2.19e-8,4.554e-7,2.4473e-6,4.45e-8,2.06e-7,0.0000222316,4.966e-7,9.682e-7,2.469e-7,6.676e-7,1.7991e-6,2.3076e-6,3.333e-7
